,id,subsector,nivel,eje,n°,desccorta,desclarga
126,127,Matemáticas,6,Números y operaciones,7,Comprensión de la multiplicación y división decimal.,"Demostrar que comprenden la multiplicación y la división de decimales por números naturales de un dígito, múltiplos de 10 y decimales hasta la milésima de manera concreta, pictórica y simbólica."
127,128,Matemáticas,6,Números y operaciones,8,Resolución de problemas utilizando fracciones,Resolver adiciones y sustracciones de fracciones propias e impropias y números mixtos con numeradores y denominadores de hasta dos dígitos.
128,129,Matemáticas,6,Patrones y álgebra,9,Comprender tabla y aplicar en problemas sencillos,Demostrar que comprenden la relación entre los valores de una tabla y aplicarla en la resolución de problemas sencillos:  identificando patrones entre los valores de la tabla;  formulando una regla con lenguaje matemático
129,130,Matemáticas,6,Patrones y álgebra,10,Representar generalizaciones con números naturales,"Representar generalizaciones de relaciones entre números naturales, usando expresiones con letras y ecuaciones."
130,131,Matemáticas,6,Patrones y álgebra,11,Resolver ecuaciones con diversos métodos.,"Resolver ecuaciones de primer grado con una incógnita, utilizando estrategias como: usar una balanza;  usar la descomposición y la correspondencia 1 a 1 entre los términos en cada lado de la ecuación y aplicando procedimientos formales de resolución."
131,132,Matemáticas,6,Geometría,12,Construir triángulos con instrumentos.,Construir y comparar triángulos de acuerdo a la medida de sus lados y/o sus ángulos con instrumentos geométricos o software geométrico.
132,133,Matemáticas,6,Geometría,13,Comprender y aplicar areas en paralelepípedos,"Demostrar que comprenden el concepto de área de una superficie en cubos y paralelepípedos, calculando el área de sus redes (plantillas) asociadas."
133,134,Matemáticas,6,Geometría,14,Realizar teselados.,"Realizar teselados de figuras 2D, usando traslaciones, reflexiones y rotaciones."
134,135,Matemáticas,6,Geometría,15,Construir ángulos con instrumentos.,"Construir ángulos agudos, obtusos, rectos, extendidos y completos con instrumentos geométricos o software geométrico."
135,136,Matemáticas,6,Geometría,16,Identificar los ángulos entre dos rectas que se cortan,Identificar los ángulos que se forman entre dos rectas que se cortan (pares de ángulos opuestos por el vértice y pares de ángulos complementarios).
136,137,Matemáticas,6,Geometría,17,Demostrar suma de ángulos interiores en polígonos,"Demostrar de manera concreta, pictórica y simbólica que la suma de los ángulos interiores de un triángulo es 180º y de un cuadrilátero es 360º."
137,138,Matemáticas,6,Medición,18,Calcular  áreas de paralelepípedos en cm² y m².,"Calcular la superficie de cubos y paralelepípedos, expresando el resultado en cm² y m²."
138,139,Matemáticas,6,Medición,19,"Calcular  volumen de  cubos,paralelepípedos.","Calcular el volumen de cubos y paralelepípedos, expresando el resultado en cm3, m3 y mm3."
139,140,Matemáticas,6,Medición,20,Medir ángulos usando instrumentos.,"Estimar y medir ángulos, usando el transportador y expresando las mediciones en grados."
140,141,Matemáticas,6,Medición,21,Calcular ángulos entre paralelas y triángulos.,Calcular ángulos en rectas paralelas cortadas por una transversal y en triángulos.
141,142,Matemáticas,6,Datos y probabilidades,22,Comparar distribuciones de grupos usando diagramas,"Comparar distribuciones de dos grupos, provenientes de muestras aleatorias, usando diagramas de puntos y de tallo y hojas."
142,143,Matemáticas,6,Datos y probabilidades,23,Hipotetizar resultados alusivos a experimentos,"Conjeturar acerca de la tendencia de resultados obtenidos en repeticiones de un mismo experimento con dados, monedas u otros, de manera manual y/o usando software educativo."
143,144,Matemáticas,6,Datos y probabilidades,24,Interpretar gráficos y obtener conclusiones.conclusiones,Leer e interpretar gráficos de barra doble y circulares y comunicar sus conclusiones.
144,145,Ciencias Naturales,1,Ciencias de la vida,1,Reconoce que seres vivos responden a estímulos del medio,"Reconocer y observar, por medio de la exploración, que los seres vivos crecen, responden a estímulos del medio, se reproducen y necesitan agua, alimento y aire para vivir, comparándolos con las cosas no vivas."
145,146,Ciencias Naturales,1,Ciencias de la vida,2,Comparar a los animales de acuerdo a sus características.,"Observar y comparar animales de acuerdo a características como tamaño, cubierta corporal, estructuras de desplazamiento y hábitat, entre otras."
146,147,Ciencias Naturales,1,Ciencias de la vida,3,"Observar, identificar las estructuras de las plantas","Observar e identificar, por medio de la exploración, las estructuras principales de las plantas: hojas, flores, tallos y raíces."
147,148,Ciencias Naturales,1,Ciencias de la vida,4,"Observar y clasificar semillas, frutos y tallos.","Observar y clasificar semillas, frutos, flores y tallos a partir de criterios como tamaño, forma, textura y color, entre otros."
148,149,Ciencias Naturales,1,Ciencias de la vida,5,Comparar plantas y animales de nuestro país,"Reconocer y comparar diversas plantas y animales de nuestro país, considerando las características observables y proponiendo medidas para su cuidado."
149,150,Ciencias Naturales,1,Cuerpo humano y salud,6,Identificar y describir la función de los sentidos,"Identificar y describir la ubicación y la función de los sentidos, proponiendo medidas para protegerlos y para prevenir situaciones de riesgo."
150,151,Ciencias Naturales,1,Cuerpo humano y salud,7,Dar ejemplos y practicar  hábitos de vida saludable,"Describir, dar ejemplos y practicar hábitos de vida saludable para mantener el cuerpo sano y prevenir enfermedades (actividad física, aseo del cuerpo, lavado de alimentos y alimentación saludable, entre otros)."
151,152,Ciencias Naturales,1,Ciencias Físicas y Químicas,8,Explorar y describir diferentes tipo de materiales,"Explorar y describir los diferentes tipos de materiales en diversos objetos, clasificándolos según sus propiedades (goma-flexible, plástico-impermeable) e identificando su uso en la vida cotidiana"
152,153,Ciencias Naturales,1,Ciencias Físicas y Químicas,9,"Cambio en materiales por fuerza, luz, calor y agua","Observar y describir los cambios que se producen en los materiales al aplicarles fuerza, luz, calor y agua"
153,154,Ciencias Naturales,1,Ciencias Físicas y Químicas,10,Diseñar instrumentos tecnológicos simples.,"Diseñar instrumentos tecnológicos simples, considerando diversos materiales y sus propiedades para resolver problemas cotidianos."
154,155,Ciencias Naturales,1,Ciencias de la Tierra y el Universo,11,Describe ciclo diario y  diferencias entre  día y noche,"Describir y registrar el ciclo diario y las diferencias entre el día y la noche, a partir de la observación del Sol, la Luna, las estrellas y la luminosidad del cielo, entre otras, y sus efectos en los seres vivos y el ambiente."
155,156,Ciencias Naturales,1,Ciencias de la Tierra y el Universo,12,Los cambios del ciclo de estaciones y sus efectos,Describir y comunicar los cambios del ciclo de las estaciones y sus efectos en los seres vivos y el ambiente.
156,157,Ciencias Naturales,2,Ciencias de la vida,1,"Observar, describir y clasificar los vertebrados","Observar, describir y clasificar los vertebrados en mamíferos, aves, reptiles, anfibios y peces, a partir de características como cubierta corporal, presencia de mamas y estructuras para la respiración, entre otras."
157,158,Ciencias Naturales,2,Ciencias de la vida,2,"Observar, describir y clasificar los invertebrados","Observar, describir y clasificar, por medio de la exploración, las características de los animales sin columna vertebral, como insectos, arácnidos, crustáceos, entre otros, y compararlos con los vertebrados."
158,159,Ciencias Naturales,2,Ciencias de la vida,3,Observar y comparar ciclo de vida de los animales,"Observar y comparar las características de las etapas del ciclo de vida de distintos animales (mamíferos, aves, insectos y anfibios), relacionándolas con su hábitat."
159,160,Ciencias Naturales,2,Ciencias de la vida,4,Observa y compara caracteristicas de habitat,"Observar y comparar las características de distintos hábitat, identificando la luminosidad, la humedad y la temperatura necesarias para la supervivencia de los animales que habitan en él."
160,161,Ciencias Naturales,2,Ciencias de la vida,5,Identifica animales nativos en peligro de extinción,"Observar e identificar algunos animales nativos que se encuentran en peligro de extinción, así como el deterioro de su hábitat, proponiendo medidas para protegerlos."
161,162,Ciencias Naturales,2,Ciencias de la vida,6,Efecto de actividad humana sobre animales y hábitat,Identificar y comunicar los efectos de la actividad humana sobre los animales y su hábitat.
162,163,Ciencias Naturales,2,Cuerpo humano y salud,7,Ubica y explica la función de partes del cuerpo humano,"Identificar la ubicación y explicar la función de algunas partes del cuerpo que son fundamentales para vivir: corazón, pulmones, estómago, esqueleto y músculos."
163,164,Ciencias Naturales,2,Cuerpo humano y salud,8,Explicar  la importancia de la actividad física,"Explicar la importancia de la actividad física para el desarrollo de los músculos y el fortalecimiento del corazón, proponiendo formas de ejercitarla e incorporarla en sus hábitos diarios."
164,165,Ciencias Naturales,2,Ciencias Físicas y Químicas,9,Observar y describir las características del agua,"Observar y describir, por medio de la investigación experimental, algunas características del agua,  como: escurrir, adaptarse a la forma del recipiente,disolver algunos sólidos, como el azúcar y la sal, ser transparente e inodora, evaporarse y congelarse con los cambios de temperatura."
165,166,Ciencias Naturales,2,Ciencias Físicas y Químicas,10,Identificar y comparar los estados del agua,"Identificar y comparar, por medio de la exploración, los estados sólido, líquido y gaseoso del agua."
166,167,Ciencias Naturales,2,Ciencias Físicas y Químicas,11,Describir el ciclo del agua en la naturaleza,"Describir el ciclo del agua en la naturaleza, reconociendo que el agua es un recurso preciado y proponiendo acciones cotidianas para su cuidado."
167,168,Ciencias Naturales,2,Ciencias de la Tierra y el Universo,12,Describir características del tiempo atmosférico,"Reconocer y describir algunas características del tiempo atmosférico, como precipitaciones (lluvia, granizo, nieve), viento y temperatura ambiente, entre otras, y sus cambios a lo largo del año."
